Name,Score,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Finish_conv,Drop_rate,Fav_conv,Love_rate,Hate_rate,comp_dropped,Source_4-koma manga,Source_Book,Source_Card game,Source_Digital manga,Source_Game,Source_Light novel,Source_Manga,Source_Music,Source_Novel,Source_Original,Source_Other,Source_Picture book,Source_Radio,Source_Visual novel,Source_Web manga,Rating_G - All Ages,Rating_PG - Children,Rating_PG-13 - Teens 13 or older,Rating_R - 17+ (violence & profanity),Rating_R+ - Mild Nudity,Genre_1_Action,Genre_1_Adventure,Genre_1_Cars,Genre_1_Comedy,Genre_1_Dementia,Genre_1_Demons,Genre_1_Drama,Genre_1_Ecchi,Genre_1_Fantasy,Genre_1_Game,Genre_1_Harem,Genre_1_Historical,Genre_1_Horror,Genre_1_Kids,Genre_1_Magic,Genre_1_Martial Arts,Genre_1_Mecha,Genre_1_Military,Genre_1_Music,Genre_1_Mystery,Genre_1_Parody,Genre_1_Psychological,Genre_1_Romance,Genre_1_School,Genre_1_Sci-Fi,Genre_1_Seinen,Genre_1_Shounen,Genre_1_Shounen Ai,Genre_1_Slice of Life,Genre_1_Space,Genre_1_Sports,Genre_1_Super Power,Genre_1_Supernatural,Genre_2_ Adventure,Genre_2_ Cars,Genre_2_ Comedy,Genre_2_ Dementia,Genre_2_ Demons,Genre_2_ Drama,Genre_2_ Ecchi,Genre_2_ Fantasy,Genre_2_ Game,Genre_2_ Harem,Genre_2_ Historical,Genre_2_ Horror,Genre_2_ Josei,Genre_2_ Kids,Genre_2_ Magic,Genre_2_ Martial Arts,Genre_2_ Mecha,Genre_2_ Military,Genre_2_ Music,Genre_2_ Mystery,Genre_2_ Parody,Genre_2_ Police,Genre_2_ Psychological,Genre_2_ Romance,Genre_2_ Samurai,Genre_2_ School,Genre_2_ Sci-Fi,Genre_2_ Seinen,Genre_2_ Shoujo,Genre_2_ Shoujo Ai,Genre_2_ Shounen,Genre_2_ Shounen Ai,Genre_2_ Slice of Life,Genre_2_ Space,Genre_2_ Sports,Genre_2_ Super Power,Genre_2_ Supernatural,Genre_2_ Thriller,Genre_2_ Vampire,Genre_3_ Adventure,Genre_3_ Cars,Genre_3_ Comedy,Genre_3_ Dementia,Genre_3_ Demons,Genre_3_ Drama,Genre_3_ Ecchi,Genre_3_ Fantasy,Genre_3_ Game,Genre_3_ Harem,Genre_3_ Historical,Genre_3_ Horror,Genre_3_ Josei,Genre_3_ Kids,Genre_3_ Magic,Genre_3_ Martial Arts,Genre_3_ Mecha,Genre_3_ Military,Genre_3_ Music,Genre_3_ Mystery,Genre_3_ Parody,Genre_3_ Police,Genre_3_ Psychological,Genre_3_ Romance,Genre_3_ Samurai,Genre_3_ School,Genre_3_ Sci-Fi,Genre_3_ Seinen,Genre_3_ Shoujo,Genre_3_ Shoujo Ai,Genre_3_ Shounen,Genre_3_ Shounen Ai,Genre_3_ Slice of Life,Genre_3_ Space,Genre_3_ Sports,Genre_3_ Super Power,Genre_3_ Supernatural,Genre_3_ Thriller,Genre_3_ Vampire
Aa! Megami-sama! (TV),7.297747573372331,135747,1124,5841,85884,6517,7971,29534,5425.0,9097.0,17037.0,20033.0,10160.0,5221.0,1678.0,591.0,291.0,214.0,0.6326769652368008,0.05871952971336383,0.008280109321016303,0.20820967210059213,0.007240454786585803,10.774557771923222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidou Tenshi Angelic Layer,7.214934180662732,51022,290,1653,32978,2615,2852,10924,1644.0,3245.0,6253.0,7975.0,4261.0,2092.0,579.0,211.0,89.0,87.0,0.6463486339226217,0.05589745599937282,0.005683822664732861,0.18493720683915874,0.0066575881373884096,11.563113604488079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ai Yori Aoshi,7.080590568349358,94793,458,4111,60075,4160,5814,20633,3124.0,5402.0,10587.0,13835.0,8066.0,4414.0,1627.0,609.0,287.0,206.0,0.6337493274819871,0.061333642779530136,0.0048315803909571384,0.1770459123284258,0.010237348672051831,10.3328173374613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arc the Lad,6.469459962756052,14187,17,581,7032,718,910,4946,174.0,271.0,762.0,1605.0,1252.0,814.0,297.0,108.0,50.0,37.0,0.49566504546415735,0.06414322971734687,0.0011982801155987876,0.08286778398510242,0.016201117318435754,7.7274725274725276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenger,5.85238170099041,15779,21,617,7906,712,1255,5289,166.0,259.0,699.0,1335.0,1371.0,1135.0,698.0,343.0,222.0,133.0,0.5010456936434502,0.07953609227454211,0.0013308828189365612,0.06681339412042132,0.05580883508882251,6.299601593625498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beck,8.252832024463132,255668,7038,10580,133432,10190,8488,92978,23840.0,31103.0,30926.0,17566.0,6598.0,3000.0,1173.0,446.0,225.0,235.0,0.5218955833346371,0.033199305349124644,0.027527887729399063,0.477300368336924,0.003996108138161095,15.720075400565504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Gender,6.996116504854369,65360,389,2738,31583,2534,3195,25310,1451.0,2733.0,5800.0,7810.0,4354.0,2327.0,1012.0,381.0,229.0,168.0,0.4832160342717258,0.04888310893512852,0.005951652386780906,0.15929944793451362,0.015115172282505236,9.885133020344288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chobits,7.389672397717189,402646,3859,15294,272425,18082,22409,74436,20499.0,32733.0,55560.0,58689.0,29800.0,14855.0,5772.0,2124.0,1159.0,816.0,0.6765868778033309,0.055654346497916285,0.009584101170755453,0.23977622327223916,0.008896115888237759,12.15694586996296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrno Crusade,7.616295689093469,198007,2064,8228,117484,9881,9842,52572,11469.0,16051.0,25109.0,23075.0,11012.0,5331.0,1919.0,652.0,280.0,256.0,0.5933325589499361,0.04970531344851445,0.010423873903447858,0.28921537717804824,0.005632973915967799,11.93700467384678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.N.Angel,7.152391195706494,167615,1523,5183,117045,7599,11057,26731,7515.0,11105.0,19858.0,25101.0,15032.0,8167.0,3203.0,1092.0,595.0,378.0,0.6982966918235242,0.06596664976284938,0.009086298958923725,0.202290159268192,0.010570801555743867,10.585601881161255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.C.: Da Capo,6.724794112493429,67491,189,3024,36037,2840,3852,21738,1542.0,2446.0,5172.0,7807.0,5472.0,3340.0,1493.0,645.0,376.0,242.0,0.5339526751715044,0.05707427657020936,0.002800373383117749,0.13975819169441037,0.021657613457157877,9.35539979231568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DearS,6.600092606883778,128788,391,3766,95113,3066,5507,21336,3464.0,5632.0,11499.0,19352.0,14791.0,8839.0,4070.0,1863.0,1029.0,730.0,0.7385237755070349,0.04276019504922819,0.0030359971425909247,0.12762912346181368,0.02468113766153587,17.271291084074814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rozen Maiden,7.417384690483488,176775,2074,5599,113914,6040,7852,43370,7868.0,12729.0,23021.0,23961.0,11535.0,5531.0,2028.0,737.0,387.0,292.0,0.6444010748126149,0.04441804553811342,0.011732428227973412,0.2338203407916993,0.007708113385326204,14.507641365257259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rozen Maiden: Träumend,7.666055521603052,93768,516,2006,73523,2114,1647,14478,5500.0,9205.0,15835.0,14172.0,5733.0,2345.0,760.0,255.0,95.0,97.0,0.7840947871342036,0.017564627591502433,0.005502943434860507,0.27232994425616236,0.0035557530973942997,44.640558591378266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azumanga Daioh,7.892334866253998,262980,5181,13747,143431,16133,13115,76554,18422.0,27283.0,35693.0,25478.0,10326.0,5162.0,1797.0,707.0,406.0,412.0,0.5454064947904783,0.04987071260171876,0.01970111795573808,0.3636443199719937,0.0065082825453908946,10.936408692337018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Basilisk: Kouga Ninpou Chou,7.523077145459013,156661,1467,6964,82153,6380,6957,54207,6677.0,11140.0,19570.0,17421.0,7816.0,3800.0,1554.0,643.0,316.0,244.0,0.5243998187168472,0.044407989225142185,0.009364168491200746,0.2575418106127405,0.008094708084589699,11.80868190311916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Cat (TV),7.350747307431315,231668,1955,10510,142921,11736,11003,55498,8654.0,15253.0,29392.0,34019.0,16081.0,7534.0,2521.0,863.0,395.0,234.0,0.6169216292280332,0.04749469067803926,0.008438800352228189,0.20798461886451028,0.0054721347415308055,12.989275652094884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Edge,6.240357142857143,9299,13,500,3068,629,942,4160,113.0,162.0,372.0,652.0,627.0,412.0,261.0,108.0,62.0,31.0,0.329927949241854,0.10130121518442843,0.00139799978492311,0.09821428571428571,0.03321428571428572,3.256900212314225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Panic!,7.632680065972599,411230,4417,17458,264665,16076,13806,99225,17675.0,36500.0,64969.0,56993.0,21492.0,9171.0,3035.0,991.0,448.0,329.0,0.6435936094156555,0.03357245337159254,0.010740947888043188,0.2560218900488178,0.0036719706242350062,19.170288280457772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Panic? Fumoffu,8.064221482687815,254465,2988,5383,204041,4435,3533,37073,24023.0,37507.0,45884.0,30305.0,11085.0,4417.0,1332.0,442.0,194.0,164.0,0.8018430825457332,0.013884031202719431,0.011742282828679779,0.3960657341667042,0.0023044292675390883,57.75290121709595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Panic! The Second Raid,7.957522495816041,227927,1358,4667,177524,3840,2271,39625,14139.0,30146.0,45246.0,29917.0,9377.0,3127.0,816.0,235.0,115.0,129.0,0.7788634080209892,0.009963716453074888,0.0059580479714996465,0.332352698372196,0.0018311856927360466,78.1699691765742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gakuen Alice,7.643331349297194,81446,1613,2495,57369,2843,2916,15823,5560.0,7151.0,11074.0,11158.0,5331.0,2357.0,618.0,214.0,115.0,104.0,0.7043808167374702,0.03580286324681384,0.019804533064852786,0.29098942356119223,0.005013506707568335,19.6738683127572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Soukyuu no Fafner: Dead Aggressor,7.211177794448612,40602,255,2179,16417,1849,1987,18170,926.0,1667.0,3344.0,3838.0,1827.0,955.0,424.0,184.0,94.0,71.0,0.4043396877001133,0.04893847593714595,0.006280478794148072,0.19452363090772692,0.012378094523630907,8.262204328132864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo Lyrical Nanoha,7.4044174459808705,88890,1036,3287,47731,2865,2625,32382,3193.0,5032.0,9945.0,10737.0,4999.0,2363.0,736.0,276.0,140.0,112.0,0.536967037912026,0.0295308808639892,0.01165485431432107,0.21914048970239522,0.006714091599392535,18.183238095238096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo Lyrical Nanoha A's,7.988665738715451,56981,1014,1367,40165,1088,828,13533,4189.0,6809.0,9368.0,6267.0,2220.0,864.0,250.0,83.0,53.0,71.0,0.704884084168407,0.01453115950931012,0.017795405486039206,0.3644859813084112,0.004109498243520912,48.50845410628019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuffle!,7.044252963515194,240751,1572,10943,151944,9558,13227,55079,8852.0,14660.0,26443.0,32343.0,18951.0,10530.0,5019.0,2184.0,1323.0,1088.0,0.6311251043609373,0.05494058176290026,0.006529567893798987,0.19368497359814815,0.019861112255237123,11.48741211158993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam,7.765763299571128,97216,1787,7737,52669,5473,3100,28237,5395.0,7488.0,12922.0,11417.0,4169.0,1598.0,505.0,179.0,59.0,104.0,0.5417729591836735,0.03188775510204082,0.018381747860434495,0.2938908659549229,0.0037184049639565654,16.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Zeta Gundam,7.928104094684996,53822,1721,3912,32798,2628,1049,13435,4021.0,5901.0,7986.0,5578.0,2118.0,896.0,392.0,152.0,65.0,97.0,0.6093790643231393,0.019490171305414142,0.031975771989149415,0.36469896346394176,0.005954568845107697,31.26596758817922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mobile Suit Gundam ZZ,6.645834718436274,30758,130,1647,18408,1354,917,8432,622.0,1062.0,2740.0,4440.0,2977.0,1601.0,930.0,372.0,182.0,115.0,0.5984784446322908,0.029813381884387802,0.00422654268808115,0.11196064091483279,0.01974602752476564,20.074154852780808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Victory Gundam,6.747479714777477,20794,95,1225,10068,1094,628,7779,430.0,735.0,1589.0,2272.0,1406.0,796.0,487.0,240.0,90.0,89.0,0.4841781283062422,0.03020101952486294,0.004568625565066846,0.1432259650848291,0.022006392918613227,16.03184713375796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
