Name,Score,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Finish_conv,Drop_rate,Fav_conv,Love_rate,Hate_rate,comp_dropped,Source_4-koma manga,Source_Book,Source_Card game,Source_Digital manga,Source_Game,Source_Light novel,Source_Manga,Source_Music,Source_Novel,Source_Original,Source_Other,Source_Picture book,Source_Radio,Source_Visual novel,Source_Web manga,Rating_G - All Ages,Rating_PG - Children,Rating_PG-13 - Teens 13 or older,Rating_R - 17+ (violence & profanity),Rating_R+ - Mild Nudity,Genre_1_Action,Genre_1_Adventure,Genre_1_Cars,Genre_1_Comedy,Genre_1_Dementia,Genre_1_Demons,Genre_1_Drama,Genre_1_Ecchi,Genre_1_Fantasy,Genre_1_Game,Genre_1_Harem,Genre_1_Historical,Genre_1_Horror,Genre_1_Kids,Genre_1_Magic,Genre_1_Martial Arts,Genre_1_Mecha,Genre_1_Military,Genre_1_Music,Genre_1_Mystery,Genre_1_Parody,Genre_1_Psychological,Genre_1_Romance,Genre_1_School,Genre_1_Sci-Fi,Genre_1_Seinen,Genre_1_Shounen,Genre_1_Shounen Ai,Genre_1_Slice of Life,Genre_1_Space,Genre_1_Sports,Genre_1_Super Power,Genre_1_Supernatural,Genre_2_ Adventure,Genre_2_ Cars,Genre_2_ Comedy,Genre_2_ Dementia,Genre_2_ Demons,Genre_2_ Drama,Genre_2_ Ecchi,Genre_2_ Fantasy,Genre_2_ Game,Genre_2_ Harem,Genre_2_ Historical,Genre_2_ Horror,Genre_2_ Josei,Genre_2_ Kids,Genre_2_ Magic,Genre_2_ Martial Arts,Genre_2_ Mecha,Genre_2_ Military,Genre_2_ Music,Genre_2_ Mystery,Genre_2_ Parody,Genre_2_ Police,Genre_2_ Psychological,Genre_2_ Romance,Genre_2_ Samurai,Genre_2_ School,Genre_2_ Sci-Fi,Genre_2_ Seinen,Genre_2_ Shoujo,Genre_2_ Shoujo Ai,Genre_2_ Shounen,Genre_2_ Shounen Ai,Genre_2_ Slice of Life,Genre_2_ Space,Genre_2_ Sports,Genre_2_ Super Power,Genre_2_ Supernatural,Genre_2_ Thriller,Genre_2_ Vampire,Genre_3_ Adventure,Genre_3_ Cars,Genre_3_ Comedy,Genre_3_ Dementia,Genre_3_ Demons,Genre_3_ Drama,Genre_3_ Ecchi,Genre_3_ Fantasy,Genre_3_ Game,Genre_3_ Harem,Genre_3_ Historical,Genre_3_ Horror,Genre_3_ Josei,Genre_3_ Kids,Genre_3_ Magic,Genre_3_ Martial Arts,Genre_3_ Mecha,Genre_3_ Military,Genre_3_ Music,Genre_3_ Mystery,Genre_3_ Parody,Genre_3_ Police,Genre_3_ Psychological,Genre_3_ Romance,Genre_3_ Samurai,Genre_3_ School,Genre_3_ Sci-Fi,Genre_3_ Seinen,Genre_3_ Shoujo,Genre_3_ Shoujo Ai,Genre_3_ Shounen,Genre_3_ Shounen Ai,Genre_3_ Slice of Life,Genre_3_ Space,Genre_3_ Sports,Genre_3_ Super Power,Genre_3_ Supernatural,Genre_3_ Thriller,Genre_3_ Vampire
GJ-bu,7.310387625058651,147283,707,6956,84933,4142,4977,46275,4382.0,7757.0,18205.0,19877.0,9181.0,4353.0,1370.0,538.0,227.0,179.0,0.5766653313688613,0.03379208734205577,0.004800282449434082,0.18373215880367494,0.006145090738470387,17.06509945750452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.067824034186856,971934,29425,40893,726380,16527,13524,174610,78963.0,134774.0,199230.0,113872.0,33982.0,12210.0,4186.0,1493.0,746.0,884.0,0.7473552730946752,0.013914525060343604,0.030274689433644673,0.36829617120998037,0.002808698349243547,53.71044069801834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.C.III: Da Capo III,6.56106229637674,25514,48,1291,13528,761,1153,8781,541.0,735.0,1579.0,2649.0,2182.0,1330.0,562.0,272.0,172.0,107.0,0.5302187034569256,0.04519087559771106,0.0018813200595751353,0.12597492348701747,0.02754467370915194,11.732870771899393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya,7.070800574421704,213640,974,10428,120976,6238,8572,67426,5965.0,8909.0,22647.0,31299.0,15313.0,6844.0,2995.0,1318.0,769.0,734.0,0.5662609998127691,0.040123572364725704,0.004559071334956001,0.15366813715867883,0.015527982395421157,14.112925804946338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maoyuu Maou Yuusha,7.27903889237918,355361,1099,22804,212430,13920,16021,90186,10351.0,20119.0,44935.0,51765.0,24333.0,10818.0,3923.0,1413.0,634.0,431.0,0.5977864762874936,0.0450837317544694,0.00309262974834042,0.180592928011759,0.006312158461848485,13.259471943074715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle Spirits: Sword Eyes,6.763940520446097,1980,8,117,741,59,154,909,47.0,34.0,83.0,157.0,112.0,61.0,17.0,10.0,8.0,9.0,0.37424242424242427,0.07777777777777778,0.00404040404040404,0.15055762081784388,0.031598513011152414,4.811688311688312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDG: Red Data Girl,6.5542925855340775,96718,236,5483,52541,4296,8629,25769,1708.0,3078.0,7219.0,12227.0,9469.0,5703.0,2623.0,1182.0,530.0,337.0,0.5432391075084265,0.08921813933290597,0.002440083541843297,0.108585171068155,0.01967056901715219,6.0888863135936955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKB0048: Next Stage,7.658274607865424,32155,336,1004,23550,756,832,6013,2379.0,3017.0,4694.0,3953.0,1961.0,957.0,349.0,141.0,74.0,71.0,0.7323899860052869,0.02587466956927383,0.010449385787591354,0.3066606046828825,0.008240509206637872,28.30528846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boku wa Tomodachi ga Sukunai Next,7.391000263418098,424995,1180,11766,348392,5710,5397,53730,17445.0,35355.0,75093.0,76814.0,33854.0,14287.0,5403.0,2038.0,982.0,670.0,0.8197555265356063,0.012698972929093284,0.002776503252979447,0.20157210974990553,0.006306763736872043,64.55289975912544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chousoku Henkei Gyrozetter,6.117647058823529,4609,15,533,985,458,874,1759,77.0,80.0,144.0,269.0,266.0,236.0,109.0,52.0,39.0,37.0,0.2137123020177913,0.18962898676502496,0.0032545020611846388,0.119938884644767,0.058059587471352175,1.1270022883295194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haitai Nanafa,5.933269169072826,9237,14,474,3898,308,460,4097,128.0,97.0,272.0,639.0,834.0,602.0,253.0,148.0,78.0,66.0,0.42199848435639276,0.04979971852333009,0.0015156436072317851,0.07218479307025986,0.04619826756496631,8.47391304347826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litchi DE Hikari Club,5.1252352080284345,10305,19,384,5883,241,1080,2717,106.0,132.0,287.0,693.0,931.0,954.0,649.0,391.0,354.0,286.0,0.5708879184861717,0.10480349344978165,0.0018437651625424552,0.04975956512648965,0.13380723395358562,5.447222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Live! School Idol Project,7.41378518720962,355325,8076,17298,228525,9435,12473,87594,20305.0,24300.0,45793.0,49392.0,23130.0,11350.0,4448.0,1956.0,1048.0,1228.0,0.6431436009287272,0.03510307464996834,0.022728488003940055,0.24380978409401477,0.012440557529379613,18.321574601138458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial D Fifth Stage,8.093456590974894,91317,529,4263,65899,1795,937,18423,7906.0,10536.0,15724.0,9356.0,3051.0,1183.0,358.0,120.0,50.0,70.0,0.7216509521775792,0.010260959076623192,0.005793006778584491,0.381395541216859,0.002481697481077057,70.32977588046958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aikatsu!,7.143494279619934,33059,766,5106,8078,3070,3692,13113,1371.0,1252.0,1906.0,2426.0,1487.0,983.0,403.0,198.0,139.0,149.0,0.24435100880244412,0.11167911915060952,0.023170694818355063,0.2543145239480318,0.027923211169284468,2.187973997833153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Robin-kun to 100 nin no Otomodachi Season 2,5.5,167,1,10,47,5,46,59,3.0,0.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,4.0,0.281437125748503,0.2754491017964072,0.005988023952095809,0.1,0.16666666666666666,1.0217391304347827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amnesia,6.035167181610832,237307,1097,9479,155335,6401,20692,45400,6520.0,8334.0,14526.0,23614.0,24115.0,19206.0,12646.0,6863.0,4757.0,3057.0,0.6545740327929643,0.08719506799209463,0.004622703923609502,0.1201410569565991,0.06320063410925443,7.5070075391455635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuticle Tantei Inaba,7.166170265574585,84572,395,5188,39448,3597,6501,29838,2885.0,3986.0,7345.0,8546.0,4662.0,2454.0,1207.0,561.0,335.0,251.0,0.4664427943054439,0.07686941304450645,0.004670576550158445,0.21317324398113677,0.018180689997517995,6.067989540070759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senran Kagura,6.243077711941659,109324,274,8293,42317,4648,8327,45739,1820.0,1697.0,4163.0,8601.0,8045.0,5216.0,2885.0,1398.0,810.0,469.0,0.38707877501737953,0.07616808751966632,0.0025063115143975703,0.1001880127620784,0.036434594348222424,5.081902245706737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teekyuu,6.570044804779177,54606,203,2191,30036,1078,1872,19429,1329.0,1537.0,3554.0,6591.0,5050.0,2901.0,1103.0,635.0,420.0,315.0,0.5500494451159214,0.034281947038786946,0.0037175401970479436,0.12229571154256454,0.031363345423511844,16.044871794871796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hentai Ouji to Warawanai Neko.,7.223098672450248,371534,1727,16742,257556,9464,12162,75610,12830.0,22875.0,51491.0,61677.0,30259.0,13898.0,5264.0,2087.0,939.0,631.0,0.6932232312520523,0.03273455457643177,0.004648295983678479,0.17680031294720006,0.007774163039549198,21.177109028120373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wooser no Sono Higurashi,6.187162567486503,10624,24,451,6330,364,750,2729,195.0,238.0,658.0,1146.0,1170.0,830.0,381.0,191.0,105.0,87.0,0.5958207831325302,0.07059487951807229,0.002259036144578313,0.08658268346330734,0.03839232153569286,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.549441179036877,463838,3720,17602,332808,8950,10341,94137,25000.0,39804.0,70903.0,65743.0,28899.0,13154.0,4989.0,2069.0,936.0,641.0,0.7175091303429214,0.022294421759321142,0.008020041479999483,0.257017982216088,0.006254511418350268,32.18334783870032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyakka Ryouran: Samurai Bride,6.740968217781949,83664,95,4276,51340,2608,3398,22042,2035.0,2850.0,6370.0,10901.0,7858.0,4067.0,1841.0,737.0,386.0,240.0,0.6136450564161408,0.04061484031363549,0.0011354943583859246,0.13101783559072014,0.016789593670376825,15.10888758092996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotoura-san,7.221122135418498,266724,1045,12978,178736,7236,9724,58050,9677.0,16983.0,35404.0,42074.0,21112.0,9918.0,4032.0,1679.0,797.0,535.0,0.6701159250761086,0.0364571617102323,0.003917907649855281,0.1874679173903566,0.009366364064664477,18.380913204442617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gintama': Enchousen,8.915116749661276,222819,2586,7800,143353,2753,2012,66901,51383.0,32100.0,17753.0,6900.0,1968.0,867.0,303.0,184.0,145.0,2059.0,0.6433607546932713,0.009029750604750942,0.011605832536722632,0.7344847002516233,0.01939082542978304,71.24900596421472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School DxD New,7.559761184189441,668482,4757,19634,585660,7406,9498,46284,62705.0,62177.0,108463.0,108816.0,50832.0,23544.0,10148.0,5017.0,2736.0,2384.0,0.876104367806463,0.014208310769773906,0.007116122797622075,0.28588761555049885,0.011721021377128441,61.66140240050537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Yo Yorang,5.953125,322,4,27,87,16,48,144,9.0,3.0,4.0,11.0,11.0,12.0,3.0,0.0,6.0,5.0,0.2701863354037267,0.14906832298136646,0.012422360248447204,0.1875,0.171875,1.8125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yu☆Gi☆Oh! Zexal Second,6.847197806061458,27514,170,1470,17955,1090,1378,5621,1135.0,1318.0,2520.0,3865.0,2528.0,1494.0,700.0,334.0,180.0,147.0,0.6525768699571127,0.05008359380678927,0.00617867267572872,0.17249138597848251,0.02299416356093102,13.029753265602322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshiri Kajiri Mushi (TV),4.83111954459203,1223,1,66,528,54,267,308,19.0,5.0,22.0,69.0,84.0,105.0,78.0,62.0,42.0,41.0,0.43172526573998365,0.21831561733442356,0.0008176614881439084,0.04554079696394687,0.15749525616698293,1.9775280898876404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
